package_name,title_de,maintainer,maintainer_email,issued,modified,license,keywords_de,snapshot_date
invasive-gebietsfremde-pflanzen-potentialkarte-igelgurke,Invasive gebietsfremde Pflanzen - Potentialkarte Igelgurke,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-kopoubohne,Invasive gebietsfremde Pflanzen - Potentialkarte Kopoubohne,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-herbst-traubenkirsche,Invasive gebietsfremde Pflanzen - Potentialkarte Herbst-Traubenkirsche,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-gewohnliche-jungfernrebe,Invasive gebietsfremde Pflanzen - Potentialkarte Gewöhnliche Jungfernrebe,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-runzelblattriger-schneeball,Invasive gebietsfremde Pflanzen - Potentialkarte Runzelblättriger Schneeball,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-amerikanischer-stinktierkohl,Invasive gebietsfremde Pflanzen - Potentialkarte Amerikanischer Stinktierkohl,altlasten@bafu.admin.ch,,,2015-10-08T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-fortunes-hanfpalme,Invasive gebietsfremde Pflanzen - Potentialkarte Fortunes Hanfpalme,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-essbares-zypergras,Invasive gebietsfremde Pflanzen - Potentialkarte Essbares Zypergras,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-einjahriges-berufkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Einjähriges Berufkraut,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-grosser-wassernabel,Invasive gebietsfremde Pflanzen - Potentialkarte Grosser Wassernabel,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
naqua-quant-messstellen-nationale-grundwasserbeobachtung-naqua,NAQUA-QUANT Messstellen (Nationale Grundwasserbeobachtung NAQUA),hydrogeologie@bafu.admin.ch,,2015-01-30T00:00:00,,,"gewasser,hydrologie,bgdi-bundesgeodaten-infrastruktur",2026-06-30
erdbebenzonen-nach-der-baunorm-sia-261,Erdbebenzonen nach der Baunorm SIA 261,gefahrenpraevention@bafu.admin.ch,,2008-01-01T00:00:00,2026-04-13T00:00:00,,"erdbeben,gefahrenzone,naturrisiko,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur,gefahrenkarte,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-30
klaranlagendatenbank-ara-db-ausbaugrosse-egw,Kläranlagendatenbank (ARA-DB) - Ausbaugrösse (EGW),wasser@bafu.admin.ch,,2014-01-01T00:00:00,,,"gewiss,bgdi-bundesgeodaten-infrastruktur,wasser",2026-06-30
geochemischer-bodenatlas-der-schweiz-cadmium,Geochemischer Bodenatlas der Schweiz: Cadmium,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"schwermetallbelastung,nahrstoffgehalt,biochemie,atlas,toxische-metalle,boden,bodenkartierung,bund,bodenqualitat,bgdi-bundesgeodaten-infrastruktur",2026-06-30
flussordnungszahl-nach-strahler,Flussordnungszahl nach Strahler,wasser@bafu.admin.ch,,2005-01-01T00:00:00,2014-08-06T00:00:00,,"bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-30
larmbelastung-durch-strassenverkehr-lr_tag,Lärmbelastung durch Strassenverkehr (Lr_Tag),noise@bafu.admin.ch,,2009-01-01T00:00:00,2021-12-31T00:00:00,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,larmbelastung,larmwirkung,larmimmission,larmpegel,verkehrslarm,larm,larmbekampfung,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur",2026-06-30
beurteilung-des-chemischen-gewasserzustandes-gesamt-phosphor,Beurteilung des chemischen Gewässerzustandes: Gesamt-Phosphor,hydrologie@bafu.admin.ch,,2014-03-26T00:00:00,,,"umwelt,bgdi-bundesgeodaten-infrastruktur,fliessgewasser",2026-06-30
aktuelle-gefahrenstufe-trockenheit,Aktuelle Gefahrenstufe Trockenheit,hydrologie@bafu.admin.ch,,2024-11-25T00:00:00,,,"fliessgewasser,landwirtschaft,gewasser,see,niederschlag,hydrologie,bgdi-bundesgeodaten-infrastruktur",2026-06-30
verbreitung-der-steinbockkolonien,Verbreitung der Steinbockkolonien,info@bafu.admin.ch,,1996-01-01T00:00:00,2020-03-31T00:00:00,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,wildtier,wild,umwelt,habitat,artenschutz,verteilung-der-arten,bgdi-bundesgeodaten-infrastruktur",2026-06-30
schweizerischer-nationalpark-und-parke-von-nationaler-bedeutung-zonierung,Schweizerischer Nationalpark und Pärke von nationaler Bedeutung (Zonierung),bnl@bafu.admin.ch,,,2025-04-30T00:00:00,,"umwelt,schutzgebiete,geobasisdaten,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-essigbaum,Invasive gebietsfremde Pflanzen - Potentialkarte Essigbaum,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
gefahrdungskarte-oberflachenabfluss,Gefährdungskarte Oberflächenabfluss,gefahrenpraevention@bafu.admin.ch,,2018-05-22T00:00:00,2023-02-09T00:00:00,,"oberflachenabfluss,gewitter,uberschwemmung,hochwasser,naturrisikoanalyse,naturgefahr,regen-niederschlag,gefahrenanalyse,naturrisiko,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-blauglockenbaum,Invasive gebietsfremde Pflanzen - Potentialkarte Blauglockenbaum,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
waldmischungsgrad-lfi,Waldmischungsgrad LFI,remotesensing@wsl.ch,,2015-10-31T00:00:00,2023-10-31T00:00:00,,"geobasisdaten,fise-forest-information-system-for-europe,aufbewahrungs--und-archivierungsplanung-aap---bund,bgdi-bundesgeodaten-infrastruktur,laubwald,mischwald,wald,waldbestand,nadelwald,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-nuttalls-wasserpest,Invasive gebietsfremde Pflanzen - Potentialkarte Nuttalls Wasserpest,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
sturmgefahrdung-boenspitzen-mit-wiederkehrperiode-30-jahre,Sturmgefährdung: Böenspitzen mit Wiederkehrperiode 30 Jahre,wald@bafu.admin.ch,,2014-11-07T00:00:00,,,"sturm,wind,luftbewegung,naturrisiko,naturrisikoanalyse,bgdi-bundesgeodaten-infrastruktur",2026-06-30
bestockungskarte-entlang-fliessgewasser-und-seeufer,Bestockungskarte entlang Fliessgewässer und Seeufer,hydrologie@bafu.admin.ch,,,2022-10-07T00:00:00,,"umwelt,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-30
monatliche-erosionsrisikokarten-des-schweizer-dauergrunlands-mittlerer-bodenabtrag-in-tonnen-ha3,"Monatliche Erosionsrisikokarten des Schweizer Dauergrünlands, mittlerer Bodenabtrag in Tonnen/(ha*Monat), März",altlasten@bafu.admin.ch,,2019-04-01T00:00:00,2019-06-27T00:00:00,,"bodenerosion,erosionsschutz,erosion,boden,atmospharische-bedingungen,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-30
luftbelastung-durch-ozon,Luftbelastung durch Ozon,chemicals@bafu.admin.ch,,2025-01-01T00:00:00,,,"luftschadstoff,luft,atmospharische-bedingungen,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-drusiges-springkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Drüsiges Springkraut,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
feinstaub-pm10,Luftbelastung durch Feinstaub PM10,chemicals@bafu.admin.ch,,2025-01-01T00:00:00,2025-08-19T00:00:00,,"luft-atmosphare,luft,luftschadstoff,schadstoff,gesundheit-und-sicherheit,atmospharische-bedingungen,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-06-30
vegetationshohenstufen-modelliert-fur-1975,Vegetationshöhenstufen modelliert für 1975,wslinfo@wsl.ch,,2021-09-09T00:00:00,2021-09-09T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,waldokologie,waldbestand,wald,bgdi-bundesgeodaten-infrastruktur",2026-06-30
vegetationshohenstufen-modelliert-fur-2085-mit-weniger-trockener-klimazukunft,Vegetationshöhenstufen modelliert für 2085 mit weniger trockener Klimazukunft,wslinfo@wsl.ch,,2019-02-06T00:00:00,2021-09-16T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,wald,waldokologie,waldbestand,bgdi-bundesgeodaten-infrastruktur",2026-06-30
nationales-beobachtungsnetz-fur-luftfremdstoffe-nabel-stationen,Nationales Beobachtungsnetz für Luftfremdstoffe NABEL: Stationen,chemicals@bafu.admin.ch,,1979-01-01T00:00:00,2021-01-01T00:00:00,,"schadstoff,luft,luftschadstoff,atmospharische-bedingungen,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,e-geoch",2026-06-30
schweizerischer-nationalpark-und-parke-von-nationaler-bedeutung-perimeter,Schweizerischer Nationalpark und Pärke von nationaler Bedeutung (Perimeter),bnl@bafu.admin.ch,,,2025-04-30T00:00:00,,"umwelt,schutzgebiete,geobasisdaten,bgdi-bundesgeodaten-infrastruktur",2026-06-30
bundesinventar-der-amphibienlaichgebiete-von-nationaler-bedeutung-ortsfeste-objekte,Bundesinventar der Amphibienlaichgebiete von nationaler Bedeutung - Ortsfeste Objekte,bnl@bafu.admin.ch,,2001-01-01T00:00:00,2026-05-20T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,umwelt,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-seidiger-hornstrauch,Invasive gebietsfremde Pflanzen - Potentialkarte Seidiger Hornstrauch,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
karte-der-aktuellen-erdbeben-letzte-90-tage-in-der-schweiz-und-im-grenznahen-ausland,Karte der aktuellen Erdbeben (letzte 90 Tage) in der Schweiz und im grenznahen Ausland,sedweb@sed.ethz.ch,,2016-11-01T00:00:00,,,"erdbeben,landsat,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur",2026-06-30
mittlere-hochstwerte-des-tagesganges-der-lufttemperatur-im-juli-periode-1981-2010,"Mittlere Höchstwerte des Tagesganges der Lufttemperatur im Juli, Periode 1981-2010",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,klima,luft-atmosphare,klima,luft-atmosphare,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-30
bundesinventar-der-landschaften-und-naturdenkmaler-bln,Bundesinventar der Landschaften und Naturdenkmäler (BLN),bnl@bafu.admin.ch,,1977-01-01T00:00:00,2022-11-15T00:00:00,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,umwelt,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-06-30
flussgebiete-einzugsgebiete,Flussgebiete (Einzugsgebiete),hydrologie@bafu.admin.ch,,,2019-12-01T00:00:00,,bgdi-bundesgeodaten-infrastruktur,2026-06-30
alpine-auengebiete-ausserhalb-bundesinventar,Alpine Auengebiete ausserhalb Bundesinventar,bnl@bafu.admin.ch,,,2019-07-04T00:00:00,,"umwelt,lebensraume-und-biotope,schutzgebiete,e-geoch,bgdi-bundesgeodaten-infrastruktur,biotop,gewasserraum",2026-06-30
karte-der-seismischen-baugrundklassen-nach-der-baunorm-sia-261,Karte der seismischen Baugrundklassen nach der Baunorm SIA 261,gefahrenpraevention@bafu.admin.ch,,2008-01-01T00:00:00,2026-03-04T00:00:00,,"mikrozonierung,aufbewahrungs--und-archivierungsplanung-aap---bund,erdbeben,gebiete-mit-naturbedingten-risiken,bgdi-bundesgeodaten-infrastruktur",2026-06-30
niederschlagssumme-april-august-periode-2070-2099-szenario-rcp-8-5,"Niederschlagssumme April-August, Periode 2070-2099, Szenario RCP 8.5",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,sturmschaden,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-30
wassertemperatur-der-flusse,Wassertemperatur der Flüsse,hydrologie@bafu.admin.ch,,2014-10-30T00:00:00,,,"fliessgewasser,hydrologie,gewasser,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-sachalin-staudenknoterich,Invasive gebietsfremde Pflanzen - Potentialkarte Sachalin-Staudenknöterich,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-juli,"Monatliche Niederschlagserosivitätskarten (R-Faktor) der Schweiz in MJ mm ha⁻¹ h⁻¹ Monat⁻¹, Juli",altlasten@bafu.admin.ch,,2019-10-02T00:00:00,2020-02-27T00:00:00,,"bodenerosion,erosionsschutz,erosion,niederschlagserhohung,boden,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-06-30
hydrogeologische-karte-der-schweiz-1-100000,Hydrogeologische Karte der Schweiz 1:100000,hydrogeologie@bafu.admin.ch,,1972-01-01T00:00:00,2014-12-31T00:00:00,,"grundwassertrager,hydrogeologie,grundwasser,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten",2026-06-30
thermische-kontinentalitat-auf-1000-m-u-m-im-juli-periode-1981-2010,"Thermische Kontinentalität auf 1000 m ü. M. im Juli, Periode 1981-2010",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,sturmschaden,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-30
messstationen-der-hydrologischen-untersuchungsgebiete,Messstationen der hydrologischen Untersuchungsgebiete,hydrologie@bafu.admin.ch,,2013-01-01T00:00:00,2016-07-27T00:00:00,,"gewiss,gewasser,bgdi-bundesgeodaten-infrastruktur",2026-06-30
diffuse-geloste-phosphoreintrage-in-die-gewasser-modellierte-werte,"Diffuse gelöste Phosphoreinträge in die Gewässer, modellierte Werte",wasser@bafu.admin.ch,,2015-06-01T00:00:00,2023-01-01T00:00:00,,"phosphor,umwelt,bgdi-bundesgeodaten-infrastruktur,gewasser",2026-06-30
diffuse-gesamt-stickstoffeintrage-in-die-gewasser,Diffuse Gesamt-Stickstoffeinträge in die Gewässer,wasser@bafu.admin.ch,,2015-07-01T00:00:00,2023-01-01T00:00:00,,"stickstoff,landwirtschaft,bgdi-bundesgeodaten-infrastruktur,gewasser",2026-06-30
schadstofffreisetzungs-und-transferregister-der-schweiz-swissprtr,Schadstofffreisetzungs- und -transferregister der Schweiz (SwissPRTR),chemicals@bafu.admin.ch,,2007-01-01T00:00:00,2025-07-09T00:00:00,,"e-geoch,geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,abfallbeseitigung,schadstoffquelle,abfallrecycling,schadstoff,chemikalien,sonderabfall,emittent,produktions--und-industrieanlagen,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-balfours-springkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Balfours Springkraut,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
niederschlagssumme-april-august-periode-2070-2099-szenario-rcp-4-5,"Niederschlagssumme April-August, Periode 2070-2099, Szenario RCP 4.5",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,sturmschaden,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-30
uberschreitung-der-kritischen-eintragsgrenzen-critical-loads-fur-stickstoff,Überschreitung der kritischen Eintragsgrenzen (Critical Loads) für Stickstoff,chemicals@bafu.admin.ch,,,2022-08-15T00:00:00,,"luft,luftschadstoff,schadstoff,atmospharische-bedingungen,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-30
schutzgebiete-der-zivilen-luftfahrthindernispublikation-moorlandschaften,Schutzgebiete der zivilen Luftfahrthindernispublikation - Moorlandschaften,bnl@bafu.admin.ch,,,2017-11-01T00:00:00,,"schutzgebiete,luftfahrthindernis,luftfahrt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
allgemeine-lage-der-grundwasserstande-und-quellschuttungen,Allgemeine Lage der Grundwasserstände und Quellschüttungen,hydrogeologie@bafu.admin.ch,,2016-09-21T00:00:00,,,"hydrologie,gewasser,bgdi-bundesgeodaten-infrastruktur",2026-06-30
geochemischer-bodenatlas-der-schweiz-calcium,Geochemischer Bodenatlas der Schweiz: Calcium,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"geographie,schwermetallbelastung,toxische-metalle,interpolation,boden,atlas,boden,boden,bodenkartierung,bgdi-bundesgeodaten-infrastruktur,bund,bodenqualitat",2026-06-30
messstandorte-gewasserzustand-ch,Messstandorte Gewässerzustand CH,hydrologie@bafu.admin.ch,,2013-03-01T00:00:00,,,"umwelt,gesundheit-und-sicherheit,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur,wasser",2026-06-30
luftbelastung-durch-feinstaub-pm2-5,Luftbelastung durch Feinstaub PM2.5,chemicals@bafu.admin.ch,,2025-01-01T00:00:00,,,"schadstoff,luft,luftschadstoff,atmospharische-bedingungen,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-30
liste-und-karte-der-pkd-vorkommen-fischkrankheit-pkd,Liste und Karte der PKD-Vorkommen (Fischkrankheit PKD),wasser@bafu.admin.ch,,,2014-01-20T00:00:00,,"fischkrankheit,artenschutz,fisch,fauna,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur,wasser",2026-06-30
biospharenreservate,Biosphärenreservate,bnl@bafu.admin.ch,,2017-01-01T00:00:00,,,"biosphare,schutzgebiet,biospharenreservat,lebensraume-und-biotope,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-syrische-seidenpflanze,Invasive gebietsfremde Pflanzen - Potentialkarte Syrische Seidenpflanze,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-armenische-brombeere,Invasive gebietsfremde Pflanzen - Potentialkarte Armenische Brombeere,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
aschenpopulationen-von-nationaler-bedeutung-kernzonen,Äschenpopulationen von nationaler Bedeutung: Kernzonen,wasser@bafu.admin.ch,,,2011-08-29T00:00:00,,"umwelt,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-30
tranquillity-gebiete,Tranquillity Gebiete,bnl@bafu.admin.ch,,2022-02-10T00:00:00,,,"umwelt,lebensraume-und-biotope,schutzgebiete,erholungsanlage,gewasserraum,bgdi-bundesgeodaten-infrastruktur,ruhe",2026-06-30
sturmgefahrdung-staudruck-mit-wiederkehrperiode-300-jahre,Sturmgefährdung: Staudruck mit Wiederkehrperiode 300 Jahre,wald@bafu.admin.ch,,2014-11-07T00:00:00,,,"naturrisiko,naturrisikoanalyse,luftbewegung,wind,sturm,bgdi-bundesgeodaten-infrastruktur",2026-06-30
geochemischer-bodenatlas-der-schweiz-schwefel,Geochemischer Bodenatlas der Schweiz: Schwefel,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"boden,atlas,interpolation,toxische-metalle,biogeochemie,schwermetall,bodenkartierung,bgdi-bundesgeodaten-infrastruktur,bund,bodeneigenschaften",2026-06-30
smaragd-gebiete,Smaragd Gebiete,bnl@bafu.admin.ch,,2009-09-17T00:00:00,,,"biotop,lebensraume-und-biotope,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-06-30
schweizerischer-nationalpark,"Schweizerischer Nationalpark, Nationalparkgrenze korrigiert",bnl@bafu.admin.ch,,1990-01-01T00:00:00,2001-01-17T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,geobasisdaten,e-geoch,landschaft,umwelt,schutzgebiete,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-carolina-nachtschatten,Invasive gebietsfremde Pflanzen - Potentialkarte Carolina-Nachtschatten,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
bundesinventar-der-trockenwiesen-und-weiden-von-nationaler-bedeutung-anhang-2,Bundesinventar der Trockenwiesen und -weiden von nationaler Bedeutung - Anhang 2,bnl@bafu.admin.ch,,,2025-12-01T00:00:00,,"inventar,biotop,trockengebiet,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur,bundesinventar,biodiversitat",2026-06-30
larmbelastung-durch-eisenbahnverkehr-lr_nacht,Lärmbelastung durch Eisenbahnverkehr (Lr_Nacht),noise@bafu.admin.ch,,2009-01-01T00:00:00,2021-12-31T00:00:00,,"e-geoch,geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,larmpegel,larmbelastung,larmbekampfung,verkehrslarm,larm,larmwirkung,larmimmission,gesundheit-und-sicherheit,bgdi-bundesgeodaten-infrastruktur",2026-06-30
bundesinventar-der-wasser-und-zugvogelreservate-von-internationaler-und-nationaler-bedeutung,Bundesinventar der Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,bnl@bafu.admin.ch,,1991-01-01T00:00:00,2023-07-01T00:00:00,,"e-geoch,geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,zugvogel,wasservogel,umwelt,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-30
